TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
AHGP;CSMA;EDQ15-2.SI;^NQZALCZAR;EDQ15-2.SI;BWPTRY=X
AGCO;BABS;AGKSRT-A;^NQDMASIA6000JPYT;AGKSRT-A;BWPSEK=X
AERI;AZIA;68369999.EX;0JGR.DE;68369999.EX;BMDDKK=X
ACRE;ASET;USP5.AX;^NQASPASCAUD;USP5.AX;GDEBQ.MDD
ABEO;ALTY;IRZ8.AX;^NQAU8000EURT;IRZ8.AX;BWPAUD=X
WAL;XINA;SH1519-C.BO;^NQEMASIA2700EURT;SH1519-C.BO;BWPXDR=X
SYT;VGH.TO;IRM7.AX;^NQEMASIAMCGBPN;IRM7.AX;BHDXDR=X
SHLM;VEF.TO;AMC6.AX;^NQDMXUS2000AUDT;AMC6.AX;BWPRUB=X
NOG;RKH;ELX1526-C.BO;AW01.FGI;ELX1526-C.BO;IDEBY.MDD
HTA;MUAC;SGPJ16-3.SI;^NQJP8300AUD;SGPJ16-3.SI;BRLCHF=X
GIII;KROO;R2:EUCA3T.SA;^NQDMASIA9000LM;R2:EUCA3T.SA;BOB=X
DAVE;AXIT;IRP0.AX;4MYJ.DE;IRP0.AX;EOB.PA
CVU;AXID;BCH1526-C.BO;^P1SUSTR;BCH1526-C.BO;BMDGBP=X
BSI;IAGG;PLZ1531-C.BO;^NQASPA1700LMGBPN;PLZ1531-C.BO;BRLDKK=X
AWAY;GSMA;ASIFH6.EX;^NQDMASPA3700AUDN;ASIFH6.EX;BWPCHF=X
ATU;GSIE;NKQ15-3.SI;^NQUSS3300AUD;NKQ15-3.SI;BRLMYR=X
ASTI;GSGO;ECOAUG18.PA;3BR2.DE;ECOAUG18.PA;BDTHKD=X
AREX;GGBP;BLQ1527-C.BO;^NQDMASIA1000GBP;BLQ1527-C.BO;BDTCAD=X
ARE;FHG.TO;IR17U.AX;^NQASPA1000EUR;IR17U.AX;BWPKES=X
ANSS;FHF.TO;LUPE6P.ST;^NQEMASIA2700CADT;LUPE6P.ST;BWPCNY=X
AMNB;DEZU;R2:BRGE6T.SA;WIAMERS4000.L;R2:BRGE6T.SA;BWPMYR=X
AMBS;AMPS;VC17F.AX;^NQMEA3500AUDN;VC17F.AX;BRLHKD=X
ALR;AGZ;PESFJ15-3.SI;SFS12D.SW;PESFJ15-3.SI;BHDNZD=X
AIXG;AFTY;APSM7.AX;3952098.SG;APSM7.AX;BRLTHB=X
AIN;ACWV;R2:AORE3T.SA;^NQNA3000LMGBPT;R2:AORE3T.SA;BWPPGK=X
AHL;ACIM;IRSM6.AX;^NQCNMCAUD;IRSM6.AX;BWPRSD=X
AGX;ZXM.TO;PS18Z.AX;^NQUSS2795EURT;PS18Z.AX;BAMEUR=X
AEG;ZXM-A.TO;HKJ15-C.SI;^NQJP3300LMCADT;HKJ15-C.SI;BBDUSD=X
ADTN;VE.TO;ATN1530-C.BO;^DJNAJO;ATN1530-C.BO;BHDSAR=X
ADMS;VBU.TO;APJ1628-C.BO;SFF55Y.SW;APJ1628-C.BO;BWPZMW=X
ACLS;SGDJ;R2:BEMA3T.SA;^NQEMASIA3500GBP;R2:BEMA3T.SA;BWPBMD=X
ABG;OXF.TO;IDJ15-3.SI;SGCP2WV.Z;IDJ15-3.SI;BZDGBP=X
ZX;MUAE;SWEFJ6.EX;^NQPTSCAUDN;SWEFJ6.EX;BWPOMR=X
NXJ;LDUR;UBF7.AX;ICE9U.PA;UBF7.AX;BRLCNY=X
KS;HUF.TO;DGEFJ6.EX;^NQEM0001AUDT;DGEFJ6.EX;GDEBM.MDD
HOLI;HAUD;APV5.AX;EGAX.L;APV5.AX;BWPRON=X
GPI;HAJ.TO;API7.AX;^NQDMASPA8000GBP;API7.AX;BGNGBP=X
ENI;H4ZR.DE;IDQ15-C.SI;^NQNO3000AUDN;IDQ15-C.SI;BOBUYU=X
BEAV;HBR.TO;AXIFK6.EX;SD105P.SW;AXIFK6.EX;BRLTRY=X
AXTA;GSLC;AMPCD.AX;^NQZA3000ZAR;AMPCD.AX;BHD=X
AWR;GMFS;AP17H.AX;AEXLR.AS;AP17H.AX;BNDIDR=X
AWI;FDV.TO;LDK1626-C.BO;^NQUSB8570AUD;LDK1626-C.BO;BWPNOK=X
AVEO;FDE.TO;MYJ16-3.SI;^NQAU5000CAD;MYJ16-3.SI;BTNGBP=X
AUO;DBAU;R2:UGPA3T.SA;^NQTR8000AUD;R2:UGPA3T.SA;BRLEUR=X
ATHM;COW.TO;T58FJ19-3.SI;^NQUSS3726AUD;T58FJ19-3.SI;BWPTZS=X
ATAX;ASHX;INGJ16-3.SI;^NQBRIC4000AUD;INGJ16-3.SI;BOBBRL=X
ASM;AGGP.L;APJ6.AX;^NQUSS8530AUDT;APJ6.AX;BZDCHF=X
AROC;AXTE;BCN1530-C.BO;2694.DE;BCN1530-C.BO;BWPCLF=X
ANH;AXHE;MYJ16-2.SI;^NQDMASIA9000LMN;MYJ16-2.SI;BWPBGN=X
ALX;AXFN;PS19U.AX;^NQMEA5700AUDT;PS19U.AX;BSDCAD=X
AHS;AXDI;BLM1525-C.BO;^NQDMASIA2000EURN;BLM1525-C.BO;BNDUSD=X
AGI;ZGLDGB.SW;PHQ15-2.SI;^NQAU2000EUR;PHQ15-2.SI;BWPMWK=X
AER;ZAG.TO;ALPHA16I.AT;^NQEMEA2700AUDT;ALPHA16I.AT;BWPZAR=X
AE;YRVL.AX;T58FQ15-2.SI;^NQEMEU8600AUD;T58FQ15-2.SI;BWPHKD=X
RHHBY;XMKA.F;PESFQ16-2.SI;^NQLA2000LMJPYN;PESFQ16-2.SI;BZD=X
PETX;XMAW.SG;EF3GJ6.EX;^NQHK4000AUD;EF3GJ6.EX;BWP=X
ODC;XGB.TO;HKJ16-2.SI;^NQDMASIA3500EURN;HKJ16-2.SI;BRLUYU=X
NAO;XCS2.MI;PWV1529-C.BO;^DWSGAXTR;PWV1529-C.BO;BGNCHF=X
KAR;XAW.TO;R2:BRIV3T.SA;^NQNA6000LMAUDT;R2:BRIV3T.SA;ENDK.IR
HUSA;XAL.TO;LDQ1527-C.BO;^NQDMEU1000AUDT;LDQ1527-C.BO;BWPBHD=X
HIVE;X13G.PA;PPSFJ16-3.SI;^NQUSB7530AUDT;PPSFJ16-3.SI;CHBEZ.SW
FMS;X013.F;PSC9.AX;SD51P.SW;PSC9.AX;BBDEUR=X
DOX;WXM.TO;TWQ15-3.SI;^SPADFP1I;TWQ15-3.SI;BWPNAD=X
CXW;WXM-A.TO;LPFJ17-3.SI;^NQUSAJPY;LPFJ17-3.SI;BIF=X
AZUR;WTEI.SG;PST7.AX;G30C.NZ;PST7.AX;BRLZAR=X
AXS;WRDUSA.SW;ACJ1628-C.BO;SBF34T.SW;ACJ1628-C.BO;BAMCHF=X
AXL;VXC.TO;M58FJ17-C.SI;NLTEC.AS;M58FJ17-C.SI;BDTSGD=X
AWX;VGS.AX;M58FJ17-3.SI;ST35Y.SW;M58FJ17-3.SI;BOBMXN=X
AVID;VGG.TO;APK5.AX;^NQUSS2713GBP;APK5.AX;BWPKZT=X
ASNA;VEE.TO;ALG1526-C.BO;^BKCNCHTR;ALG1526-C.BO;BDT=X
ASGN;VDNR.L;ATG1625-C.BO;EPAS.FGI;ATG1625-C.BO;GDEBY.MDD
ARDX;VAS.AX;PHQ15-C.SI;SDNAD.SW;PHQ15-C.SI;BWPXOF=X
ARAY;VA.TO;LTH1526-C.BO;^NQUSL8570AUD;LTH1526-C.BO;BRLSGD=X
AQXP;UXM.TO;AAT6.AX;^NQUSB8771LMEURN;AAT6.AX;BSDGBP=X
APT;US10.MI;BCK1528-C.BO;^NQUSL2713CADN;BCK1528-C.BO;BWPJOD=X
APDN;US1.PA;PS18M.AX;^NQEMASIA3700T;PS18M.AX;BBDCHF=X
AMBC;UKEUBH.MI;ALPHA16C.AT;3BPK.DE;ALPHA16C.AT;BRLARS=X
ALGT;UIMP.DE;T58FQ17-2.SI;^BKAUT;T58FQ17-2.SI;BWPJPY=X
ALDW;UIMI.F;VCP5.AX;7DXU.DE;VCP5.AX;BNDCHF=X
AIT;UIM6.SG;AAP6.AX;^NQASPAXJPLMJPYT;AAP6.AX;BRLILS=X
AIRM;UIM6.HM;AOMGG6.EX;^NQEMASIA8700LMN;AOMGG6.EX;BWPPEN=X
AIMC;UEFZ.SG;IRSH8.AX;^NQTW3000AUDN;IRSH8.AX;BZDEUR=X
AEL;UEF9.DE;TKAGJ6.EX;^NQTR3000AUDT;TKAGJ6.EX;BWPPKR=X
AEHR;UEF3.DE;PSZ9.AX;^NQCNAUDT;PSZ9.AX;BWPSGD=X
ADHD;UC74.L;PSU8.AX;^NQDMASPA1000N;PSU8.AX;BMS.PA
ACUR;UC62.L;HKJ16-C.SI;^NQUSL2750AUD;HKJ16-C.SI;BWPAED=X
ACHC;UC55.L;WM16H.AX;^NQES2000AUD;WM16H.AX;BRLCOP=X
ACFC;UBP.AX;PSU6.AX;^NQNA8500N;PSU6.AX;BRLIDR=X
ACCO;UB02.L;AGKKOP-A;^NQEMASIA2300LMT;AGKKOP-A;BWPCOP=X
ABY;TPXH.SW;ANZLOI-A;^RAPJUSD;ANZLOI-A;BWPKWD=X
TA;TMX.AS;KCRFJ6.EX;^NQUSL8675AUDT;KCRFJ6.EX;BNDXDR=X
RPAI;U2IA.MU;PSP7.AX;NLRE.AS;PSP7.AX;BHDPKR=X
MANH;SMRP.L;BKU1524-C.BO;SBD12D.SW;BKU1524-C.BO;BNDDKK=X
LAMR;SML2.MU;KC4JJ6.EX;WIXEBS0580.FGI;KC4JJ6.EX;BWPCNH=X
KYN;SAD.L;VIV1529-C.BO;FCAG.EX;VIV1529-C.BO;BGNPLN=X
AXN;RWW.TO;TWQ15-2.SI;^NQASPA5000LMGBPN;TWQ15-2.SI;BHDUSD=X
ATRO;RWU-D.TO;PWF1628-C.BO;^NQZA3000;PWF1628-C.BO;BHDQAR=X
ATNI;RWE-B.TO;ACRIM6.EX;^NQATMCCADN;ACRIM6.EX;BBDGBP=X
ARCW;QLTA.MX;AFU6.AX;^SPBDAGTT;AFU6.AX;BWPCZK=X
APEI;PWGA.DE;T58FJ19-C.SI;^NQNA3000;T58FJ19-C.SI;BWPTHB=X
AP;PRA.TO;AA16H.AX;^SIXYTR;AA16H.AX;BYR=X
ANIK;PACEUA.MI;XFL15H.AX;^NQUSL9578AUD;XFL15H.AX;BWPLKR=X
ANGO;O004.L;ARP6.AX;NLRIS.NX;ARP6.AX;BDTUSD=X
AMTG;MXF.TO;AB8DEC17.BR;4Q88.DE;AB8DEC17.BR;BHDHKD=X
AMSG;MVA.AX;AMZFH6.EX;ALASN.NX;AMZFH6.EX;BWPSBD=X
AMOT;MUAD;A2FZ6.EX;^NQMY7000AUDT;A2FZ6.EX;BRLMXN=X
AM;MPFA.DE;XJO15V.AX;^DWCALU;XJO15V.AX;BWPKRW=X
ALV;NLTA.MU;BKX1526-C.BO;AL83.DE;BKX1526-C.BO;BWPUGX=X
ALOG;MABI.AS;APG5.AX;DT5Y.DE;APG5.AX;BWPUSD=X
AKR;LYPN.BE;UBSHJ6.EX;^NQEMEU5000AUDN;UBSHJ6.EX;BAMUSD=X
AEGN;LYMV.F;AMEFF6.EX;^NQJP4000AUDT;AMEFF6.EX;BTNEUR=X
ADS.DE;LYMH.MU;IRI5.AX;^NQNA5000EURN;IRI5.AX;BRLPYG=X
ZLTQ;LVE.BR;UBP5.AX;WIAUS5330.L;UBP5.AX;BWPTWD=X
WRLD;JPNH.PA;NVH1631-C.BO;^NQBR8000AUDN;NVH1631-C.BO;BDTJPY=X
UHAL;JPNH.MI;APSH7.AX;^NQDMASPA4000EUR;APSH7.AX;BOBEUR=X
UAMY;JPNEUA.MI;R2:CGRA4T.SA;^NQSGAUDT;R2:CGRA4T.SA;BHDGBP=X
SAH;JPEX.L;AIA.SI;^NQUSS5555AUDT;AIA.SI;BGNEUR=X
RJET;IUSC.HM;PSH9.AX;^NQUSB5555GBPT;PSH9.AX;BRLUSD=X
NAII;IUS3.MU;IRZ9.AX;^NQCASCAUD;IRZ9.AX;BWPGHS=X
AQNM;IUS2.MU;BCG1625-C.BO;SFC14Y.SW;BCG1625-C.BO;BRLSEK=X
CAS;ISPA.DE;VCC5.AX;ST171Y.SW;VCC5.AX;BHDSGD=X
CACC;IS3C.SG;INQ15-2.SI;^NQAULCGBPT;INQ15-2.SI;BAM=X
ATSG;IS0K.F;2UCG6D.MDD;^NQUSL2795GBP;2UCG6D.MDD;BZDUSD=X
ASEI;IS0H.DE;IRSU7.AX;^NQUSS2700AUDN;IRSU7.AX;BWPRWF=X
ASB;IS0C.F;APV15-2.SI;DF28.DE;APV15-2.SI;BGN=X
ARTX;IQQK.HM;R2:ANIM3T.SA;^B50ADRT;R2:ANIM3T.SA;IDEBQ.MDD
AROW;IQQJ.DU;R2:CGRA3T.SA;SDA15D.SW;R2:CGRA3T.SA;BBD=X
ARCB;IQQH.MU;AGKKOR-A;4N9U.DE;AGKKOR-A;IDEBM.MDD
AMRK;IQQD.BE;XPJ15U.AX;^NQKRSCAUDT;XPJ15U.AX;BWPTND=X
ALRM;IOZ.AX;R2:JOPA4T.SA;^NQUSS5751AUDN;R2:JOPA4T.SA;BWPILS=X
AHP;IOO.AX;MDJ15-2.SI;D1A8.DE;MDJ15-2.SI;BRLKRW=X
AGRX;INAA.SW;PECFQ16-C.SI;^NQDMEU9000AUDT;PECFQ16-C.SI;BWPANG=X
AFAM;ILC.AX;A2ENZ6.EX;^FIRSTNORTHNOK;A2ENZ6.EX;BOBPYG=X
ADK;IBCK.SG;APZ15-C.SI;539M.DE;APZ15-C.SI;BRLVEF=X
ACSF;IBCJ.BE;APSN5.AX;^NQZASCGBP;APSN5.AX;BWPHRK=X
ABTL;IBCH.DE;ART6.AX;^NQLA4000CAD;ART6.AX;BWPCLP=X
ABGB;IBCD.HM;ISZ1531-C.BO;^NQPHAUD;ISZ1531-C.BO;BWPAFN=X
ABEV;IBCD.DU;R2:RPAD3T.SA;31651230.SG;R2:RPAD3T.SA;BSDUSD=X
ABCD;IAF.AX;A2BBZ9.EX;^NQNAEUR;A2BBZ9.EX;BOBARS=X
AAOI;HYI.TO;LPFQ17-C.SI;^NQGBAUDT;LPFQ17-C.SI;BDTGBP=X
USAP;HMF.TO;BCBFJ6.EX;^RAESGDN;BCBFJ6.EX;BSDCHF=X
STFC;HFP.TO;IRP6.AX;3BLU.DE;IRP6.AX;BWPMXN=X
STAY;HAF.TO;BLJ1628-C.BO;^NQNA3500AUDT;BLJ1628-C.BO;BWPDKK=X
SEED;HAD.TO;R2:BRGE11T.SA;^NQEMASIA8000EUR;R2:BRGE11T.SA;BWPCAD=X
RGA;HAD-A.TO;USL6.AX;4QCE.DE;USL6.AX;BOBGBP=X
IDSA;HACW;USE5.AX;^NQASPA3300EUR;USE5.AX;BDTSEK=X
HART;H4ZW.DE;TWJ16-2.SI;^NQUSB2713GBPT;TWJ16-2.SI;BWPSAR=X
CH;H4ZT.SG;EDQ16-2.SI;SXP2V.Z;EDQ16-2.SI;BHDDKK=X
CEA;H4ZT.DE;IR16H.AX;4NAR.DE;IR16H.AX;BSDEUR=X
BREW;H4ZR.F;PSI8.AX;WIPACXJA3720.FGI;PSI8.AX;BGNTRY=X
AXR;H4ZL.DE;APH15-C.SI;5EDS.DE;APH15-C.SI;BRLJPY=X
AVG;H4ZJ.SG;PMI6D.MDD;^NQDMASPA6000T;PMI6D.MDD;BWPPHP=X
AVD;H4ZF.DE;SSABA6P.ST;LZS5.DE;SSABA6P.ST;BRLGBP=X
AUDC;H4ZB.SG;APA6.AX;SFG5D.SW;APA6.AX;BGNCZK=X
ATRI;H4ZB.F;ALU1524-C.BO;X2D6.DE;ALU1524-C.BO;BRL=X
ATOS;GLUX.MI;IRM8.AX;^UKDATR;IRM8.AX;BDTCHF=X
ARC;GC40.MU;PSU7.AX;^NQNA3000LMJPYN;PSU7.AX;BHDKWD=X
APIC;GC40.DU;VCSF6.AX;^NQUSS5555AUDN;VCSF6.AX;BWPMOP=X
AOSL;FXZ.MX;VIQ1527-C.BO;X22M.DE;VIQ1527-C.BO;BDTEUR=X
AOI;FXM.TO;IRC6.AX;^NQEMMEA4000AUD;IRC6.AX;BSD=X
AMWD;FXD.MX;A2XAZ6.EX;^NQASPA2700LM;A2XAZ6.EX;BGNTHB=X
ALXA;FLI.TO;ARP5.AX;^NQCO8000AUDN;ARP5.AX;BWPBRL=X
ALLY;FLI-A.TO;USN5.AX;^NQNA1700JPYN;USN5.AX;BGNUSD=X
AIRI;FHU.TO;NSJ16-2.SI;^NQUSS2713EUR;NSJ16-2.SI;BWPZWL=X
AFOP;FHQ.TO;MU2GJ6.EX;^NQNA1700LMCADT;MU2GJ6.EX;BSDDKK=X
ACGL;FHH.TO;T58FQ15-C.SI;^NQDMASIA5700LMT;T58FQ15-C.SI;BNDEUR=X
ACFN;FHE.TO;APX15-3.SI;^NQAU6000AUD;APX15-3.SI;BWPEGP=X
ABR;FGV.TO;AHW.SI;^NQKRLCAUDT;AHW.SI;BWPNZD=X
ABCB;FEM.L;ALH1631-C.BO;^NQUSS0001AUD;ALH1631-C.BO;BRLXDR=X
SAMG;FDY.TO;R2:OGSA3T.SA;^DAAXJPHKDN;R2:OGSA3T.SA;BWPWST=X
REXI;FXF.TO;PWG1526-C.BO;^NQASPAMCEURT;PWG1526-C.BO;BOBCLP=X
RAIL;FAO.TO;ADPFK6.EX;^NQEMASIA8500N;ADPFK6.EX;BMDEUR=X
NSAM;EXXY.DE;UBX6.AX;^NQDMASPA8600LMN;UBX6.AX;BRLNZD=X
MITT;EXXY.AS;AXAWSA-A;537X.DE;AXAWSA-A;BRLAUD=X
LCM;EXXW.MU;ISN1530-C.BO;3BVU.DE;ISN1530-C.BO;BWPARS=X
HASI;EXVM.MI;ATH1631-C.BO;^NQEURO3000AUD;ATH1631-C.BO;BRLBOB=X
GOL;EXV1.MU;LDH1631-C.BO;^NQEMEAMCAUDN;LDH1631-C.BO;BGNDKK=X
GIL;EXI5.MU;UBSN5.AX;^NQXAUAGR;UBSN5.AX;BGNLVL=X
EAD;EXH9.MU;VCSU6.AX;TASEBOND.TA;VCSU6.AX;BRLNOK=X
ATTO;EXH4.F;IRSM0.AX;^NQNA0001GBPT;IRSM0.AX;BMDCHF=X
ATR;EUNY.DE;PSM8.AX;^NQDMXNA;PSM8.AX;BRLCLP=X
ATNM;EUNH.HM;ABBFF6.EX;^NQEMASIA4000LMAU;ABBFF6.EX;BWPVND=X
ASTC;EUN4.DE;IRSM7.AX;^NQNA8300LMCADT;IRSM7.AX;BWPQAR=X
ASR;EUN4.BE;PSZ6.AX;5DBK.DE;PSZ6.AX;CADUSD=X
ASC;ETL1.BE;BKK1626-C.BO;^NQATEUR;BKK1626-C.BO;CHFUSD=X
ARTNA;ETF.AX;R2:BRGE5T.SA;^NQDM5300AUD;R2:BRGE5T.SA;CNYUSD=X
ARGS;ESCEUA.SW;ASGGN6.EX;XEFA.DE;ASGGN6.EX;CHFEUR=X
AOD;EPU.MX;IDQ15-3.SI;^CAPEXAN;IDQ15-3.SI;NZDGBP=X
AGNCP;EAGG.PA;AMSX5.AX;AEXEN.NX;AMSX5.AX;CVECHF=X
ADRO;DXS5.BE;NKJ15-2.SI;^NQNA2700T;NKJ15-2.SI;CHFJPY=X
ACNB;DX2S.DU;IDJ15-C.SI;^NQDMASPAXJPLCT;IDJ15-C.SI;CADJPY=X
AAV;ETLP.BE;AGKJOC-A;OATF.EX;AGKJOC-A;ZARSGD=X
AAT;DJEL.L;PESFQ16-C.SI;^NQUSM2710EUR;PESFQ16-C.SI;ZARSEK=X
ZNH;DJE.SW;AOEKZA-A;^NQBRIC0001AUD;AOEKZA-A;ZARMYR=X
UAM;DJE.PA;IRSM5.AX;ENAXAP.L;IRSM5.AX;ZARJPY=X
NTT;DJE.MI;CLJ1628-C.BO;^NQASPA6000LMCADN;CLJ1628-C.BO;ZARCAD=X
NFJ;DE5A.F;ASMHH6.EX;^NQUSS5371GBPN;ASMHH6.EX;ZARAUD=X
LNT;CYH.TO;ALZ1531-C.BO;^SPLSALP;ALZ1531-C.BO;NZDCAD=X
KALU;CXF.TO;USSH5.AX;SBD12P.SW;USSH5.AX;NOKZAR=X
HOMB;CXF-A.TO;BLV1529-C.BO;^NQDMASIA7000JPYN;BLV1529-C.BO;NOKJPY=X
HIX;CW8.L;US17K.AX;^NQUSB2713AUDN;US17K.AX;NOKGBP=X
FAF;CSY.TO;UB17F.AX;SFF13D.SW;UB17F.AX;JPYTRY=X
FAC;CSIA.L;A2ALZ6.EX;3BSA.DE;A2ALZ6.EX;EURDOP=X
EGT;CS9.SW;TKM1525-C.BO;^NQEMASIA2300EURT;TKM1525-C.BO;CZKZAR=X
CAAS;CP9U.L;WMSU6.AX;^NQUSS3355JPY;WMSU6.AX;CZKRSD=X
BGR;COW-A.TO;ABBFM6.EX;^NQASPA1000LMEUR;ABBFM6.EX;CZKPHP=X
BETR;COUK.L;XJO17M.AX;7DXQ.DE;XJO17M.AX;CZKLKR=X
AUPH;D1CA.F;XJO15K.AX;^NQEURO3300CADN;XJO15K.AX;CZKHKD=X
ATV;CIN.PA;UBK5.AX;^NQASPA8700EUR;UBK5.AX;CZKBRL=X
ATLC;CI3.PA;MYJ16-C.SI;^NQNA4000LMCADT;MYJ16-C.SI;CZKBGN=X
AST;CHDVD.SW;APB5.AX;^NQDMASIA0001LMEU;APB5.AX;CZKBDT=X
ARIS;CS_SB_SVE_1503.ST;XFL15M.AX;^NQDMASIA8300;XFL15M.AX;CVE=X
ARCI;CED.TO;APH15-2.SI;^NQASPA2000LMAUDT;APH15-2.SI;CUPGBP=X
APLE;CBB.TO;PSC7.AX;^BKTADR;PSC7.AX;CUP=X
ANY;CB3.PA;VC19F.AX;^RUAXJDY;VC19F.AX;COPTHB=X
ANIP;CAC.BR;AWCCD.AX;X2CV.DE;AWCCD.AX;CNYTRY=X
AMSWA;C40.MI;T58FQ15-3.SI;^NQEULMAUDT;T58FQ15-3.SI;CNYPHP=X
AMSF;C1UG.L;VALFJ6.EX;^NQHK4000AUDT;VALFJ6.EX;CNYLTL=X
ALLT;CLE.PA;BALFJ6.EX;274U.DE;BALFJ6.EX;CNYJPY=X
AKTX;BUYB.L;IRH5.AX;^NQUSB2737AUDT;IRH5.AX;CNYILS=X
AGYS;BSX.MI;R2:AZEV3T.SA;7DTN.DE;R2:AZEV3T.SA;CNYGHS=X
AGTC;BBVAI.MC;WMF7.AX;^NQZA5000LMCADN;WMF7.AX;CNYBWP=X
AFG;AUM5.MU;AMEFJ6.EX;^NQLA2000JPYT;AMEFJ6.EX;CNYAED=X
ADDYY;AUM5.HM;R2:BPHA3T.SA;^NYUSMUTT;R2:BPHA3T.SA;CNHUSD=X
AAVL;AUUSWH.SW;APU15-C.SI;^NQG3300;APU15-C.SI;CLF=X
WAIR;AM3A.PA;R2:FJTA4T.SA;^DJBOS;R2:FJTA4T.SA;CHFZAR=X
RESI;AIGS.L;AMI6.AX;^NQAU2000LMCADT;AMI6.AX;CHFVND=X
LND;AIGG.L;US16K.AX;WIISR2710.L;US16K.AX;CHFUAH=X
LFL;AGRI.L;TKV1529-C.BO;^NQZAMCGBPN;TKV1529-C.BO;CHFTRY=X
HRT;ASDR.MX;CLK1626-C.BO;AXX3300.L;CLK1626-C.BO;CHFSOS=X
ESD;AGG.MX;SDRLAD6P.OL;F9MI.DE;SDRLAD6P.OL;CHFMUR=X
ECF;AFRN.MI;INJ16-C.SI;^NQDMEU4000AUDN;INJ16-C.SI;CHFMKD=X
DGLY;AFIN.MI;ISK1528-C.BO;^NQTW9000AUD;ISK1528-C.BO;CHFMDL=X
CIK;AFIN.F;PPSFJ16-2.SI;^XMAETR;PPSFJ16-2.SI;CHFKPW=X
CII;AEJL.L;AMSH6.AX;S115DY.SW;AMSH6.AX;CHFIRR=X
CHOP;ACWV.MX;LPFQ17-2.SI;^NQZALMN;LPFQ17-2.SI;CHFHRK=X
CCD;ACUSAS.SW;TOTGJ6.EX;C5AX2350.L;TOTGJ6.EX;CHFBYR=X
CADC;ACCU;A2A6B.MDD;^NQLAGBP;A2A6B.MDD;CHFBND=X
AYA;AASU.L;GBRIJ6.EX;^SP400-551050;GBRIJ6.EX;CHFBAM=X
AWRE;A0YFQ7.HM;R2:IGTA3T.SA;X2JM.DE;R2:IGTA3T.SA;CHFAWG=X
AVV;540I.SG;M58FJ15-C.SI;^NQIL9000AUD;M58FJ15-C.SI;CADZAR=X
AVNW;540I.DE;SM1616-C.BO;^NQASIA6000LMT;SM1616-C.BO;CADWST=X
ATRM;540H.SG;TWQ15-C.SI;TASETBILL.TA;TWQ15-C.SI;CADTZS=X
APPF;500.L;PWX1526-C.BO;^NQASIA5000N;PWX1526-C.BO;CADTWD=X
AFFMQ;3001.HK;INIJ16-C.SI;^NQATLMJPY;INIJ16-C.SI;CADTND=X
AMRI;2829.HK;PESFJ15-2.SI;WIAMERS0570.L;PESFJ15-2.SI;CADSGD=X
AMCN;20GT.L;PPCFQ16-2.SI;^NQDXCHEURN;PPCFQ16-2.SI;CADSBD=X
AMCF;18MT.F;IRZ0.AX;^NQASPA9000JPYN;IRZ0.AX;CADSAR=X
ALTI;18MN.SG;ABFFH6.EX;3BLT.DE;ABFFH6.EX;CADRUB=X
ALLE;18MN.F;USL5.AX;^NQLA5300N;USL5.AX;CADRSD=X
AJRD;18MJ.BE;2STM6D.MDD;^NQUSL6000AUDT;2STM6D.MDD;CADPLN=X
AHH;18MD.SG;PPSFJ15-2.SI;4MXM.DE;PPSFJ15-2.SI;CADNZD=X
AGM;18MD.MU;TKK1528-C.BO;^NQNA3700GBPT;TKK1528-C.BO;CADMVR=X
AGII;18M6.F;IR19H.AX;^DVGCAD;IR19H.AX;CADMDL=X
AFCB;18M2.MU;PPSFQ15-2.SI;^NQEMEU2000AUDT;PPSFQ15-2.SI;CADLRD=X
AEPI;1714271.SW;AKSO6M.OL;^BKEMT;AKSO6M.OL;CADKZT=X
ADMA;UB74.L;PWK1528-C.BO;446X.DE;PWK1528-C.BO;CADKES=X
ABCW;EXV2.DU;PPSFQ15-3.SI;^NQNA6000LMGBP;PPSFQ15-3.SI;CADGYD=X
AAME;^VNRT;BP6D.MDD;^NQAU3000T;BP6D.MDD;CADGIP=X
TEO;JBSIUA.SW;TGTFJ6.EX;NLFNG.AS;TGTFJ6.EX;CADGBP=X
SRAQU;540I.DU;THQ15-3.SI;3XJZ.DE;THQ15-3.SI;CADEUR=X
SINO;CM9.MI;APZ6.AX;^P1IGS;APZ6.AX;CADCHF=X
OMAB;O107.L;ISX1526-C.BO;^A1FIN;ISX1526-C.BO;CADAMD=X
NOA;MTA.BR;UBSK5.AX;^NQPL5000AUD;UBSK5.AX;CADAFN=X
NCZ;EXH2.DU;IRP7.AX;^NQEM3300JPYN;IRP7.AX;CLFJPY=X
MTT;UIM7.DE;ADSGG6.EX;^NQAU0001LMGBPN;ADSGG6.EX;CNYAUD=X
MHG;GOVT.AX;A4IRZ7.EX;^CMAETR6M;A4IRZ7.EX;CHFNAD=X
JAGX;2B79.MU;AMD6.AX;3BN5.DE;AMD6.AX;CADKYD=X
ISL;18MG.DE;9329777.EX;^NQEMASIA9000GBPT;9329777.EX;CLFEUR=X
HIO;EMVEUA.SW;APM15-3.SI;^NQDMASIA8000T;APM15-3.SI;EURDZD=X
GRR;CASH.L;US18K.AX;^NQASIA8000LMAUDN;US18K.AX;CHFZMK=X
FAX;YTMDXS.AX;VIZ1531-C.BO;^NQNA5000LMJPYT;VIZ1531-C.BO;NZDSEK=X
